시군구명,시설종류,시설명,장기요양지정기관 여부,도로명 주소,지번 주소,전화번호,FAX번호,우편번호,입소정원,입소현원-계,입소현원-남자,입소현원-여자,입소현원-등급내(시설급여1~5급),입소현원-등급외,입소현원-기초수급자,입소현원-기초수급자외,종사자정원,종사자현원-계,종사자현원-남자,종사자현원-여자,종사자현원-정규직,종사자현원-비정규직,설치일자,설치주체-지자체,설치주체-민간,운영주체-구분,운영주체-법인(단체)명,영리/비영리,비고,WGS84위도,WGS84경도
광주시,노인요양시설(개정법),위더스요양원,지정,경기도 광주시 초월읍 경충대로 974-57,경기도 광주시 초월읍 산이리 109번지,031-798-5800,031-761-8630,12799,29,29,1,28,29,0,4,25,0,22,2,20,21,1,2013-01-17,,개인,개인,,영리,,37.36703401,127.3116419
광주시,노인요양시설(개정법),유림노인전문요양원,지정,경기도 광주시 퇴촌면 광동로 57-13,경기도 광주시 퇴촌면 광동리 241-1번지,031-761-5100,031-761-5140,12711,28,24,5,19,23,1,4,20,18,18,3,15,18,0,2013-08-27,,개인,개인,,영리,,37.47099803,127.3091864
광주시,노인요양시설(개정법),작은안나의집,지정,경기도 광주시 도척면 도척로 882-9,경기도 광주시 도척면 유정리 579-1번지,031-764-9751,031-764-9750,12817,150,96,79,17,96,0,32,64,0,67,8,59,64,3,1995-02-03,,사회복지법인,사회복지법인,오로지종합복지원,비영리,정부지원,37.28996023,127.3085074
광주시,노인요양시설(개정법),정훈노인전문요양원,지정,경기도 광주시 곤지암읍 부항길 135-5,경기도 광주시 곤지암읍 부항리 81-1번지,031-768-4119,031-768-4078,12723,48,35,13,22,35,0,8,27,28,22,2,20,21,1,2009-06-01,,개인,개인,,영리,,37.35181821,127.4092641
광주시,노인요양시설(개정법),참사랑너싱홈,지정,경기도 광주시 오포읍 대명대길11번길 37,경기도 광주시 오포읍 능평리 407번지,031-711-3997,031-711-3959,12772,25,23,8,15,23,0,1,22,25,19,1,18,15,4,2013-11-08,,개인,개인,,영리,,37.35989709,127.1682135
광주시,노인요양공동생활가정,초월형원의집,지정,경기도 광주시 초월읍 경충대로1284번길 41-15,경기도 광주시 초월읍 대쌍령리 154-16번지,031-766-7123,031-769-4234,12735,9,9,0,9,9,0,3,6,5,5,0,5,5,0,2008-03-06,,사회복지법인,사회복지법인,사회복지법인오로지종합복지원,비영리,,37.39117201,127.290195
광주시,노인요양공동생활가정,평강요양원,지정,경기도 광주시 초월읍 독고개길 16,경기도 광주시 초월읍 산이리 31번지,031-766-7661,031-766-7610,12807,9,9,0,9,9,0,3,6,8,8,1,7,7,1,2014-11-11,,개인,개인,,영리,,37.35858991,127.3156934
광주시,노인요양시설(개정법),푸르나요양원,지정,경기도 광주시 퇴촌면 가새골길 16-10,경기도 광주시 퇴촌면 원당리 139-3번지,031-766-7774,031-766-7726,12715,32,32,2,30,32,0,0,32,20,21,3,18,20,1,2013-12-06,,개인,개인,,영리,,37.43847017,127.3167713
광주시,노인요양시설(개정법),한마음너싱홈,지정,경기도 광주시 경안로 143,경기도 광주시 경안동 214번지,031-798-0081,031-798-0091,12764,41,40,6,34,40,0,2,38,31,31,4,27,29,2,2004-09-17,,개인,개인,,영리,,37.40947678,127.2477839
광주시,노인요양시설(개정법),행복한 요양원,지정,경기도 광주시 오포읍 대명대길 38-8,경기도 광주시 오포읍 능평리 375-5번지,031-714-2202,031-726-4294,12772,43,42,14,28,42,0,2,40,42,27,1,26,4,23,2015-07-21,,그외법인,주식회사,㈜분당시니어,영리,,37.35714709,127.1695732
광주시,노인요양시설(개정법),효성너싱홈,지정,경기도 광주시 퇴촌면 천진암로 749-5,경기도 광주시 퇴촌면 관음리 198번지,031-767-1193,031-767-9901,12713,17,12,1,11,12,0,4,8,10,11,3,8,11,0,2015-12-31,,개인,개인,,영리,,37.45116888,127.3446936
광주시,노인요양공동생활가정,효심요양원,지정,경기도 광주시 초월읍 독고개길 16,경기도 광주시 초월읍 산이리 31번지,031-766-7320,031-766-7610,12807,9,10,1,9,10,0,1,9,8,8,1,7,8,0,2012-02-13,,개인,개인,,영리,,37.35858991,127.3156934
구리시,노인요양시설(개정법),가은사랑요양원,지정,경기도 구리시 이문안로 95,경기도 구리시 수택동 449-14번지,031-5680-0088,031-5680-0078,11941,46,46,10,36,46,0,9,37,27,27,10,17,27,0,2014-05-15,,개인,개인,,영리,,37.5920363,127.1421173
구리시,노인요양시설(개정법),가족튼튼요양원,지정,경기도 구리시 체육관로 163,경기도 구리시 교문동 228-19번지,031-551-9197,0303-0944-9197,11925,21,13,4,9,13,0,4,9,0,9,2,7,9,0,2017-06-26,,개인,개인,,영리,,37.59908905,127.135959
구리시,노인요양시설(개정법),고운빛요양원,지정,경기도 구리시 체육관로80번길 19,경기도 구리시 수택동 847-5번지,031-551-4974,031-551-4976,11940,14,14,0,14,14,0,1,13,10,10,2,8,9,1,2011-01-10,,개인,개인,,영리,,37.59184175,127.1389805
구리시,노인요양공동생활가정,구리선우요양원,지정,경기도 구리시 동구릉로459번길 56-8,경기도 구리시 사노동 331-12번지,031-5750-2022,031-5750-4886,11905,9,0,0,9,9,0,0,9,5,5,0,5,3,2,2012-01-12,,개인,개인,,영리,,37.63802807,127.1369234
구리시,노인요양시설(개정법),구리시립노인전문요양원,지정,경기도 구리시 동구릉로459번길 211,경기도 구리시 갈매동 43-7번지,031-5750-9006,031-5750-9066,11901,80,80,12,68,80,0,17,63,47,49,9,40,49,0,2008-08-18,위탁,,재단법인,대한성공회유지재단,비영리,,37.6360009,127.1287287
구리시,노인요양공동생활가정,구리청명요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-5650-2277,031-565-2727,11942,9,9,0,9,9,0,0,9,0,6,0,6,0,6,2017-01-01,,개인,개인,,영리,,37.59192336,127.146148
구리시,노인요양공동생활가정,구리행복한요양원,지정,경기도 구리시 원수택로 13,경기도 구리시 수택동 438-58번지,031-5540-2300,031-5510-6969,11933,9,7,2,5,7,0,3,4,0,7,1,6,6,1,2013-02-27,,개인,개인,,영리,,37.59348143,127.1390628
구리시,노인요양시설(개정법),구리효심노인요양원,지정,경기도 구리시 체육관로171번길 42,경기도 구리시 교문동 216-11번지,031-5640-2500,031-5640-2502,11925,49,41,11,30,41,0,10,31,0,32,8,24,31,1,2018-10-30,,개인,개인,,영리,,37.60006469,127.1336506
구리시,노인요양시설(개정법),사라노인요양시설,지정,경기도 구리시 동구릉로389번길 27-9,경기도 구리시 사노동 204-7번지,031-5270-9291,031-5270-9491,11905,16,15,1,14,15,0,2,13,11,11,1,10,10,1,2012-01-10,,사회복지법인,사회복지법인,사라복지재단,비영리,,37.63194249,127.1404244
구리시,노인요양공동생활가정,순원요양원,지정,경기도 구리시 이문안로 95,경기도 구리시 수택동 449-14번지,031-566-9007,070-4116-9961,11941,9,8,2,6,8,0,1,7,0,4,0,4,0,4,2010-03-02,,개인,개인,,영리,,37.5920363,127.1421173
구리시,노인요양공동생활가정,아름다운 가정,지정,경기도 구리시 원수택로 32,경기도 구리시 수택동 463-33번지,031-568-7353,031-556-7353,11932,9,8,3,5,8,0,3,5,0,6,0,6,6,0,2008-02-01,,개인,개인,,영리,,37.59484062,127.1401749
구리시,노인요양공동생활가정,아름다운 집,지정,경기도 구리시 원수택로 32,경기도 구리시 수택동 463-33번지,031-5680-7353,031-5560-7353,11932,9,8,0,8,8,0,1,7,0,5,0,5,5,0,2008-09-02,,개인,개인,,영리,,37.59484062,127.1401749
구리시,노인요양시설(개정법),참사랑노인전문요양원,지정,경기도 구리시 딸기원로24번길 5-8,경기도 구리시 교문동 328-62번지,031-5640-6601,031-5640-6602,11950,29,29,2,27,29,0,9,20,29,17,2,15,17,0,2008-07-21,,개인,개인,,영리,,37.60272802,127.1198736
구리시,노인요양시설(개정법),한결노인요양원,지정,경기도 구리시 검배로 102,경기도 구리시 수택동 280-2번지,031-5620-5500,031-5620-5130,11942,40,39,6,33,39,0,13,26,40,25,2,23,0,25,2012-05-07,,개인,개인,,영리,,37.59437038,127.1491193
구리시,노인요양공동생활가정,한마음요양원,지정,경기도 구리시 벌말로70번길 83,경기도 구리시 토평동 371번지,031-5560-7777,031-5650-7784,11960,9,9,0,9,9,0,0,9,8,8,1,7,1,7,2010-10-22,,개인,,,비영리,,37.5856208,127.1499853
구리시,노인요양공동생활가정,행복한현대요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-566-4500,031-554-9400,11942,9,10,4,6,8,2,2,8,5,5,0,5,0,5,2018-01-17,,개인,개인,,영리,,37.59192336,127.146148
구리시,노인요양시설(개정법),효사랑요양원,지정,경기도 구리시 동구릉로460번길 8,경기도 구리시 사노동 355-12번지,031-558-3000,031-558-8822,11906,29,10,5,5,10,0,0,10,8,14,1,13,14,0,2017-10-24,,그외법인,주식회사,주식회사효사랑요양원,영리,,37.63819572,127.1400054
구리시,노인요양공동생활가정,휴안노인요양원,지정,경기도 구리시 산마루로 243-34,경기도 구리시 사노동 287-11번지,031-5710-8897,031-5720-8891,11905,9,8,0,9,9,0,1,8,7,7,1,6,6,1,2011-01-17,,개인,개인,,영리,,37.6320558,127.1358931
구리시,노인요양공동생활가정,휴엔락요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-564-2323,031-564-2332,11942,9,10,2,8,10,0,2,8,7,7,0,7,1,6,2016-12-14,,개인,개인,,영리,,37.59192336,127.146148
군포시,노인요양공동생활가정,e행복한요양원,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-427-7744,031-459-7007,15855,9,9,0,9,9,0,2,7,9,6,0,6,6,0,2012-10-10,,개인,개인,,영리,,37.35131268,126.9450389
군포시,노인요양공동생활가정,e행복한요양원 1호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-452-6000,031-459-7007,15855,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-12,,개인,개인,,영리,180101폐업,37.35131268,126.9450389
군포시,노인요양공동생활가정,e행복한요양원 2호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-427-7744,031-459-7007,15855,9,9,0,9,9,0,0,9,7,7,1,6,7,0,2012-10-10,,개인,개인,,영리,,37.35131268,126.9450389
군포시,노인요양공동생활가정,e행복한요양원 3호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-459-0888,031-427-5894,15855,9,9,0,9,9,0,2,7,7,7,0,7,7,0,2011-08-31,,개인,개인,,영리,,37.35131268,126.9450389
군포시,노인요양공동생활가정,고수련요양원 대야미역점,지정,경기도 군포시 대야1로22번길 3,경기도 군포시 대야미동 654-3번지,031-437-2581,,15887,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-22,,개인,개인,,영리,180117폐업,37.32761723,126.917459
군포시,노인요양시설(개정법),군포시립노인요양센터,지정,경기도 군포시 군포로 221,경기도 군포시 부곡동 770-1번지,031-687-8701,070-7596-8366,15887,100,98,20,78,98,0,6,92,69,69,5,64,68,1,2013-01-01,위탁,,사회복지법인,대한불교조계종       사회복지재단,비영리,,37.33292084,126.9256224
군포시,노인요양공동생활가정,군포요양원,지정,경기도 군포시 산본로323번길 4-25,경기도 군포시 산본동 1131번지,031-394-0934,031-392-0934,15865,9,9,2,7,9,0,0,9,0,7,1,6,7,0,2016-07-20,,개인,개인,,영리,,37.36030685,126.932209
군포시,노인요양시설(개정법),군포효사랑요양원,지정,경기도 군포시 고산로250번길 19,경기도 군포시 당동 905-1번지,031-392-9805,031-392-9806,15856,17,16,5,11,16,0,1,15,12,12,1,11,12,0,2014-10-17,,개인,개인,,영리,,37.34775343,126.9445676
군포시,노인요양시설(개정법),군포효요양원,지정,경기도 군포시 용호1로2번길 47-7,경기도 군포시 당동 962-3번지,031-399-9009,031-399-9030,15871,154,144,25,119,144,0,6,138,83,85,4,81,85,0,2015-11-17,,그외법인,주식회사,미성산업개발㈜,영리,,37.34653534,126.9411715
군포시,노인요양시설(개정법),그린실버요양원,지정,경기도 군포시 산본로386번길 5-1,경기도 군포시 산본동 1094-2번지,031-394-1009,031-394-1007,15818,20,18,3,15,18,0,1,17,0,13,3,10,13,0,2012-07-10,,개인,개인,,영리,,37.36481076,126.9302857
군포시,노인요양시설(개정법),너싱홈간호박사네,지정,경기도 군포시 고산로 256,경기도 군포시 당동 921-5번지,031-395-6700,031-391-5855,15856,46,37,10,27,37,0,2,35,25,25,6,19,11,14,2013-01-01,,개인,개인,,영리,,37.34647385,126.9442864
군포시,노인요양공동생활가정,늘푸른요양원,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,8,3,5,8,0,1,7,5,7,1,6,7,0,2016-12-01,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양공동생활가정,늘푸른요양원2,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,8,2,6,8,0,2,6,5,7,2,5,7,0,2016-12-01,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양공동생활가정,늘푸른요양원3,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,9,1,8,9,0,0,9,5,7,1,6,7,0,2016-12-01,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양시설(개정법),다우리요양원 2,지정,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3번지,031-392-3368,031-392-3369,15802,29,26,4,22,26,0,4,22,19,19,1,18,19,0,2015-07-13,,개인,개인,,영리,,37.3710029,126.9339263
군포시,노인요양시설(개정법),무지개요양원,지정,경기도 군포시 군포로 569,경기도 군포시 당동 732-12번지,031-451-4678,031-451-4679,15839,57,56,10,46,56,0,4,52,37,37,4,33,36,1,2013-03-01,,개인,개인,,영리,,37.35675565,126.9467842
군포시,노인요양시설(개정법),미소요양원,지정,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3번지,031-391-3377,031-391-3077,15802,29,27,4,23,27,0,7,20,16,17,3,14,16,1,2017-09-20,,개인,개인,,영리,,37.3710029,126.9339263
군포시,노인요양시설(개정법),보람요양원,지정,경기도 군포시 고산로211번길 31,경기도 군포시 당정동 1004-2번지,031-477-7588,031-477-7585,15851,78,62,25,37,62,0,4,58,40,40,3,37,40,0,2016-01-15,,개인,개인,,영리,,37.34386398,126.9508678
군포시,노인요양시설(개정법),봄날요양원,지정,경기도 군포시 대야1로24번길 8,경기도 군포시 대야미동 653-2번지,031-502-8807,031-502-9870,15887,35,35,9,26,35,0,3,32,21,21,2,19,21,0,2013-04-04,,개인,개인,,영리,,37.32800481,126.9176504
군포시,노인요양공동생활가정,봄봄실버케어,지정,경기도 군포시 번영로 495,경기도 군포시 산본동 1142-6번지,031-393-6023,031-393-6022,15865,9,9,2,7,9,0,1,8,5,7,1,6,7,0,2011-11-25,,그외법인,주식회사,봄봄주식회사,영리,,37.35802709,126.9318951
군포시,노인요양공동생활가정,봄봄요양원,지정,경기도 군포시 번영로 495,경기도 군포시 산본동 1142-6번지,031-393-6066,031-393-6022,15865,9,9,5,4,9,0,1,8,5,7,1,6,7,0,2012-01-31,,그외법인,주식회사,봄봄주식회사,영리,,37.35802709,126.9318951
군포시,노인요양시설(개정법),봄빛요양원,지정,경기도 군포시 대야2로 159,경기도 군포시 대야미동 645-17번지,031-502-9990,031-502-9991,15886,19,18,5,13,18,0,2,16,0,13,2,11,13,0,2008-06-16,,개인,개인,,영리,,37.32875187,126.9165664
군포시,노인요양시설(개정법),사랑행복실버타운,지정,경기도 군포시 용호1로2번길 19,경기도 군포시 당동 966-12번지,031-398-7004,031-398-0306,15871,21,21,6,15,21,0,3,18,13,13,1,12,12,1,2014-02-01,,개인,개인,,영리,,37.34466946,126.9397059
군포시,노인요양시설(개정법),산본요양원,지정,경기도 군포시 고산로 683,경기도 군포시 산본동 1061-1번지,031-393-8811,031-391-8812,15802,25,22,5,17,22,0,5,17,16,16,2,14,15,1,2015-09-04,,개인,개인,,영리,,37.37130946,126.9343098
군포시,노인요양시설(개정법),산본해피실버요양원,지정,경기도 군포시 번영로 514,경기도 군포시 금정동 873-1번지,031-391-3131,031-392-5100,15862,26,26,5,21,26,0,3,23,14,18,2,16,15,3,2011-07-06,,개인,개인,,영리,,37.35800144,126.9342316
군포시,노인요양공동생활가정,성민요양원,지정,경기도 군포시 군포로 487,경기도 군포시 당동 785-16번지,031-397-6758,031-397-6754,15861,9,9,0,9,9,0,0,9,7,7,1,6,6,1,2008-05-15,,개인,개인,,영리,,37.34992462,126.9440354
군포시,노인요양공동생활가정,연세노인전문요양원,지정,경기도 군포시 용호1로 32,경기도 군포시 당동 969-1번지,031-399-0771,031-399-0712,15871,9,9,2,7,9,0,0,9,7,7,2,5,7,0,2016-04-01,,개인,개인,,영리,,37.34528166,126.9387913
군포시,노인요양시설(개정법),온마음요양원,지정,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3번지,031-399-7448,031-399-7449,15802,29,28,6,22,28,0,2,26,17,18,2,16,17,1,2017-05-01,,개인,개인,,영리,,37.3710029,126.9339263
군포시,노인요양공동생활가정,우리요양원 동백점,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-399-1041,031-397-1042,15802,9,9,4,5,9,0,1,8,6,6,0,6,4,2,2017-02-03,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양공동생활가정,우리요양원 매화점,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-399-1041,031-397-1042,15802,9,8,4,4,8,0,1,7,6,6,0,6,3,3,2017-02-03,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양공동생활가정,우리요양원 목련점,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-399-1041,031-397-1042,15802,9,9,1,8,9,0,2,7,6,6,0,6,4,2,2017-02-03,,개인,개인,,영리,,37.37147174,126.934479
군포시,노인요양시설(개정법),정성요양원,지정,경기도 군포시 고산로 683,경기도 군포시 산본동 1061-1번지,031-392-9072,031-392-9073,15802,25,18,3,15,18,0,1,17,15,15,1,14,15,0,2017-08-18,,개인,개인,,영리,,37.37130946,126.9343098
군포시,노인요양시설(개정법),정성의 집,지정,경기도 군포시 대야2로 154-33,경기도 군포시 둔대동 233-2번지,031-502-2790,031-502-2710,15891,13,13,1,12,13,0,0,13,13,10,2,8,9,1,2008-05-22,,개인,개인,,영리,,37.3281737,126.9145135
군포시,노인요양공동생활가정,좋은둥지,지정,경기도 군포시 대야2로 154-35,경기도 군포시 둔대동 233번지,031-3437-3939,031-437-2288,15891,9,0,2,7,9,0,0,9,0,7,2,5,7,0,2017-09-07,,개인,개인,,영리,,37.32809244,126.914288
군포시,노인요양시설(개정법),카네이션요양원,지정,경기도 군포시 이당로 107,경기도 군포시 당정동 990-8번지,031-451-8575,0505-009-8575,15853,29,14,1,13,13,1,1,13,17,11,3,8,11,0,2011-06-15,,개인,개인,,영리,,37.34469558,126.9573451
군포시,노인요양공동생활가정,포시즌요양원,지정,경기도 군포시 고산로 695,경기도 군포시 산본동 1060번지,031-391-1188,031-391-8833,15802,9,9,2,7,9,0,1,8,6,6,1,5,6,0,2015-07-20,,개인,개인,,영리,,37.3721119,126.9352348
군포시,노인요양시설(개정법),한세요양원,지정,경기도 군포시 고산로151번길 4,경기도 군포시 당정동 970-1번지,031-456-6077,031-456-6088,15853,11,11,4,7,11,0,1,10,11,9,4,5,9,0,2015-03-17,,개인,개인,,영리,,37.34814544,126.9547247
군포시,노인요양공동생활가정,효요양원1호점,지정,경기도 군포시 금산로 112,경기도 군포시 산본동 206-3번지,031-398-1132,031-398-1131,15806,9,9,0,9,9,0,0,9,9,8,1,7,8,0,2015-10-07,,개인,개인,,영리,,37.37172506,126.9362851
군포시,노인요양공동생활가정,효요양원2호점,지정,경기도 군포시 금산로 112,경기도 군포시 산본동 206-3번지,031-398-1132,031-398-1131,15806,9,9,1,8,9,0,0,9,9,8,2,6,8,0,2015-10-07,,개인,개인,,영리,,37.37172506,126.9362851
군포시,노인요양공동생활가정,효요양원3호점,지정,경기도 군포시 금산로 112,경기도 군포시 산본동 206-3번지,031-398-1132,031-398-1131,15806,9,9,1,8,9,0,0,9,9,8,1,7,8,0,2015-10-07,,개인,개인,,영리,,37.37172506,126.9362851
군포시,노인요양공동생활가정,효은요양원,지정,경기도 군포시 용호1로 56,경기도 군포시 당동 960-3번지,031-451-5082,031-451-5083,15871,9,5,1,4,5,0,1,4,0,7,1,6,7,0,2017-06-14,,개인,개인,,영리,,37.34720164,126.9403132
군포시,노인요양공동생활가정,효행요양원 1호점,지정,경기도 군포시 광정로 58,경기도 군포시 산본동 1143-3번지,031-394-8812,031-398-8813,15865,9,9,5,4,8,1,1,8,7,6,1,5,6,0,2010-10-01,,개인,개인,,영리,,37.35842295,126.930924
군포시,노인요양공동생활가정,효행요양원 2호점,지정,경기도 군포시 광정로 58,경기도 군포시 산본동 1143-3번지,031-394-8812,031-398-8813,15865,9,9,5,4,8,1,1,8,7,6,1,5,6,0,2010-10-13,,개인,개인,,영리,,37.35842295,126.930924
김포시,노인요양시설(개정법),(김포)VIP요양원,지정,경기도 김포시 통진읍 김포대로2004번길 53-5,경기도 김포시 통진읍 도사리 512-7번지,031-981-1474,031-986-1474,10017,26,24,0,24,5,19,3,21,16,16,3,13,0,16,2016-07-01,,개인,개인,,영리,,37.68345667,126.6192524
김포시,노인요양시설(개정법),가브리엘요양원,지정,경기도 김포시 승가로 91,경기도 김포시 풍무동 740번지,031-996-8004,031-996-3778,10118,44,42,9,33,8,34,9,33,28,28,3,25,0,28,2013-07-29,,개인,개인,,영리,,37.60557578,126.7099106
김포시,노인요양시설(개정법),가족요양원,지정,경기도 김포시 김포대로 841,경기도 김포시 사우동 924번지,031-998-5153,031-983-1243,10110,25,24,12,12,3,21,1,23,12,12,1,11,0,12,2015-10-05,,개인,개인,,영리,,37.61943927,126.7199711
김포시,노인요양공동생활가정,건강하다 전해라,지정,,경기도 김포시 풍무동 149번지 양도마을서해아파트,031-998-1775,031-982-5892,10114,9,6,3,3,1,5,5,1,5,5,1,4,0,5,2016-03-11,,개인,개인,,영리,,37.60560943,126.7276337
김포시,노인요양공동생활가정,건강한,지정,,경기도 김포시 풍무동 149번지 양도마을서해아파트,031-990-9991,031-982-5892,10114,9,9,1,8,1,8,0,9,6,6,1,5,0,6,2012-02-15,,개인,개인,,영리,,37.60560943,126.7276337
김포시,노인요양공동생활가정,고촌연세실버홈,지정,경기도 김포시 고촌읍 은행영사정로 19,경기도 김포시 고촌읍 신곡리 1080-1번지,031-984-7585,031-984-7572,10125,9,8,3,5,4,4,2,6,5,5,3,2,0,5,2015-11-01,,개인,개인,,영리,,37.60152526,126.7726282
김포시,노인요양공동생활가정,금빛사랑채요양원,지정,경기도 김포시 하성면 동을산로227번길 47-7,경기도 김포시 하성면 원산리 533-2번지,031-988-5220,031-989-6686,10013,9,9,1,8,2,7,1,8,8,8,3,5,0,8,2012-11-15,,개인,개인,,영리,,37.70151312,126.633753
김포시,노인요양공동생활가정,김포 건강한,지정,,경기도 김포시 풍무동 149번지 양도마을서해아파트,031-990-9991,031-991-1977,10114,9,8,0,8,3,5,1,7,4,4,1,3,0,4,2013-09-05,,개인,개인,,영리,,37.60560943,126.7276337
김포시,노인요양공동생활가정,김포사랑채요양원,지정,경기도 김포시 조리미로 39,경기도 김포시 사우동 329-1번지,031-981-1200,031-989-6686,10110,9,9,0,9,2,7,1,8,7,7,2,5,0,7,2010-01-08,,개인,개인,,영리,,37.61699537,126.7228007
김포시,노인요양공동생활가정,김포실버,지정,경기도 김포시 통진읍 옹달샘로81번길 46-1,경기도 김포시 통진읍 옹정리 110-12번지,031-998-8109,031-998-8104,10029,9,10,1,9,2,8,2,8,6,6,2,4,0,6,2003-12-11,,개인,개인,,영리,,37.69942297,126.5701745
김포시,노인요양공동생활가정,김포실버홈,지정,경기도 김포시 대곶면 대곶로119번길 147,경기도 김포시 대곶면 신안리 18-4번지,031-988-8109,031-988-8148,10041,9,9,3,6,1,8,1,8,8,8,2,6,0,8,2017-08-11,,개인,개인,,영리,,37.65887901,126.5460671
김포시,노인요양공동생활가정,김포엔젤1,지정,경기도 김포시 북변중로65번길 4-8,경기도 김포시 북변동 361-2번지,070-4991-6908,031-984-1008,10106,9,5,3,2,2,3,0,5,5,5,0,5,0,5,2016-04-29,,개인,개인,,영리,,37.62633135,126.7087757
김포시,노인요양공동생활가정,김포엔젤2,지정,경기도 김포시 북변중로65번길 4-8,경기도 김포시 북변동 361-2번지,070-4991-6912,070-7367-1041,10106,9,8,4,4,3,5,0,8,6,6,1,5,0,6,2016-04-28,,개인,개인,,영리,,37.62633135,126.7087757
김포시,노인요양공동생활가정,김포엔젤요양원,지정,경기도 김포시 북변중로65번길 4-8,경기도 김포시 북변동 361-2번지,070-4991-6905,070-7350-9005,10106,9,9,2,7,2,7,0,9,5,5,0,5,0,5,2017-07-05,,개인,개인,,영리,,37.62633135,126.7087757
김포시,노인요양공동생활가정,김포행복한요양원,지정,,경기도 김포시 풍무동 149번지 양도마을서해아파트,031-987-5259,031-985-5259,10114,9,6,1,5,4,2,3,3,6,6,1,5,0,6,2012-11-07,,개인,개인,,영리,,37.60560943,126.7276337
김포시,노인요양공동생활가정,늘 건강한집,지정,경기도 김포시 월곶면 용강로37번길 138,경기도 김포시 월곶면 고막리 387-1번지,031-982-3328,070-4255-7230,10021,9,8,0,8,1,7,0,8,9,9,1,8,0,9,2017-07-01,,개인,개인,,영리,,37.7226194,126.5501449
김포시,노인요양공동생활가정,늘푸른요양원,지정,경기도 김포시 양촌읍 흥신로239번길 50,경기도 김포시 양촌읍 흥신리 387-3번지,031-989-7991,031-998-7991,10034,9,9,0,9,3,6,1,8,7,7,2,5,0,7,2016-07-01,,개인,개인,,영리,,37.67643217,126.6092227
김포시,노인요양시설(개정법),로뎀동산,지정,경기도 김포시 월곶면 고정로 79-48,경기도 김포시 월곶면 개곡리 606-20번지,031-987-7262,031-982-7265,10003,18,20,4,16,6,14,2,18,12,12,3,9,0,12,2005-07-27,,개인,개인,,영리,,37.72606021,126.5790032
김포시,노인요양시설(개정법),마송 더봄 요양원,지정,경기도 김포시 통진읍 김포대로 2110-82,경기도 김포시 통진읍 도사리 406번지,031-996-8585,031-996-8566,10017,29,5,4,1,2,3,0,5,7,7,1,6,0,7,2017-10-31,,개인,개인,,영리,,37.68703945,126.6074207
김포시,노인요양시설(개정법),미소요양원,지정,경기도 김포시 월곶면 용강로37번길 76-18,경기도 김포시 월곶면 고막리 376-4번지,031-986-1990,031-986-1995,10021,49,49,15,34,20,29,9,40,36,36,8,28,0,36,2015-11-06,,개인,개인,,영리,,37.72398295,126.5533126
김포시,노인요양시설(개정법),보훈노인요양원,지정,경기도 김포시 북변중로 124,경기도 김포시 북변동 134-22번지,031-987-9884,031-987-7883,10098,28,24,4,20,3,21,4,20,19,19,2,17,0,19,2012-01-10,,개인,개인,,영리,,37.63010587,126.7049658
김포시,노인요양공동생활가정,사과나무 요양원,지정,,경기도 김포시 운양동 1435번지 전원마을월드2단지아파트,031-984-6958,031-983-6938,10077,7,6,2,4,1,5,1,5,3,3,1,2,0,3,2014-06-12,,개인,개인,,영리,,37.64715528,126.6854197
김포시,노인요양시설(개정법),사랑마을,지정,경기도 김포시 월곶면 김포대로2918번길 62,경기도 김포시 월곶면 포내리 145-30번지,031-996-2233,031-989-7345,10020,29,32,9,23,9,23,2,30,18,18,3,15,0,18,2010-12-28,,개인,개인,,영리,,37.72147788,126.5415431
