시군명,시설명,이용회원수,도로명 주소,지번 주소,우편번호,전화번호,설치일자,관할기관명,관할담당부서명,관할연락처,비고,WGS84위도,WGS84경도
광주시,삼합리,60,경기도 광주시 곤지암읍 만삼로 291,경기도 광주시 곤지암읍 삼합리 289-5번지,12727,,,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.3803967,127.4350934
광주시,삼화(경안4통),22,경기도 광주시 경안로25번길 10-1,경기도 광주시 경안동 33-15번지,12760,031-761-2003,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40883533,127.2571454
광주시,상림1리,38,경기도 광주시 도척면 시어골길 171,경기도 광주시 도척면 상림리 187-5번지,12816,031-761-2028,1983-09-13,도척면 행정복지센터,노인장애인과,031-760-2844,,37.30954491,127.291971
광주시,상림2리,43,경기도 광주시 도척면 상림마을길 10,경기도 광주시 도척면 상림리 101-5번지,12816,031-764-5702,1989-05-16,도척면 행정복지센터,노인장애인과,031-760-2844,,37.31695675,127.3042283
광주시,상림3리,31,경기도 광주시 도척면 사기소길 16-3,경기도 광주시 도척면 상림리 51-8번지,12816,031-764-4750,1993-05-17,도척면 행정복지센터,노인장애인과,031-760-2844,,37.3100413,127.3198012
광주시,상번천1리,48,경기도 광주시 남한산성면 솔치길 7,경기도 광주시 남한산성면 상번천리 653-1번지,12704,031-769-7743,1982-04-15,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.441638,127.2625899
광주시,상번천2리,25,경기도 광주시 남한산성면 관청수길 17-3,경기도 광주시 남한산성면 상번천리 188-3번지,12705,031-769-0067,1989-04-07,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.44580029,127.2708085
광주시,상번천3리,31,경기도 광주시 남한산성면 내곡길 182,경기도 광주시 남한산성면 상번천리 36번지,12705,031-798-5491,2003-04-08,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.45352733,127.2762835
광주시,상열미리,35,경기도 광주시 곤지암읍 열미길 228,경기도 광주시 곤지암읍 열미리 148번지,12717,031-762-6703,2006-01-28,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.36789856,127.3537982
광주시,상오향리,49,경기도 광주시 곤지암읍 오향길 9-12,경기도 광주시 곤지암읍 오향리 274-11번지,12718,031-761-2970,2019-09-02,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.36309105,127.3760812
광주시,서하리,62,경기도 광주시 초월읍 서하길 12,경기도 광주시 초월읍 서하리 117-3번지,12705,031-797-6061,2000-06-14,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.43089221,127.306639
광주시,선동1리,50,경기도 광주시 초월읍 동막골길 53,경기도 광주시 초월읍 선동리 456-20번지,12732,031-769-1862,,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37789724,127.3229204
광주시,선동2리,23,경기도 광주시 초월읍 선장동길 92,경기도 광주시 초월읍 선동리 55번지,12732,,,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.38953389,127.3245282
광주시,성원(아)1단지,25,,경기도 광주시 태전동 228번지 성원아파트,12784,031-763-4670,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.389008,127.2286223
광주시,성원(아)2단지,23,,경기도 광주시 태전동 222번지 2단지성원아파트,,031-769-7845,,광남동 행정복지센터,노인장애인과,031-760-2844,,,
광주시,성원(아)3단지,28,,경기도 광주시 태전동 193번지,12784,031-797-2556,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38667094,127.230422
광주시,성원(아)5단지,30,,경기도 광주시 태전동 228-1번지 태전5차성원상떼빌,12784,031-769-0525,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38775683,127.227975
광주시,송정1통,30,경기도 광주시 중앙로187번길 32-4,경기도 광주시 송정동 119-7번지,12744,031-761-3025,1992-01-01,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41696993,127.2536145
광주시,송정2통,50,경기도 광주시 중앙로 309,경기도 광주시 송정동 528-9번지,12739,031-761-1799,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.42714312,127.2574219
광주시,송정2통제2,44,경기도 광주시 중앙로346번길 8,경기도 광주시 송정동 406-13번지 제1호동 101호,12739,,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.42964232,127.2600064
광주시,송정3통,38,경기도 광주시 통미로10번길 12-14,경기도 광주시 송정동 67-7번지,12743,031-761-3026,2019-05-03,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41500162,127.2597304
광주시,송정4통,57,경기도 광주시 수하길11번길 10-15,경기도 광주시 송정동 76-5번지,12741,031-763-1104,2019-08-06,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41644655,127.2623335
광주시,송정5통,42,경기도 광주시 광주대로129번길 11-12,경기도 광주시 송정동 108-1번지,12739,,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41699754,127.257557
광주시,송정대주아파트,30,,경기도 광주시 송정동 367-7번지 송정동대주파크빌,12738,031-797-8040,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.43258277,127.2543332
광주시,송정우림아파트,34,,경기도 광주시 송정동 575번지 송정우림필유,12740,031-798-6105,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41647276,127.2707831
광주시,송정파라다이스아파트,51,,경기도 광주시 송정동 123-1번지 송정동파라다이스아파트,12745,031-798-2900,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41858766,127.255529
광주시,송정현대아파트,17,,경기도 광주시 송정동 55번지 현대아파트,12742,031-769-0851,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41744631,127.2583606
광주시,수양1리,40,경기도 광주시 곤지암읍 경충대로295번길 78,경기도 광주시 곤지암읍 수양리 397-2번지,12813,,2019-09-01,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.32973327,127.3681647
광주시,수양2리,23,경기도 광주시 곤지암읍 구수동길11번길 10,경기도 광주시 곤지암읍 수양리 253-3번지,12813,031-769-6835,2002-02-07,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.33204272,127.3759163
광주시,수양3리,31,경기도 광주시 곤지암읍 경충대로312번길 50,경기도 광주시 곤지암읍 수양리 504-1번지,12813,,2002-01-30,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.34076693,127.3693804
광주시,수양4리,29,경기도 광주시 곤지암읍 경충대로184번길 23-19,경기도 광주시 곤지암읍 수양리 92-6번지,12813,,2002-01-02,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.33209843,127.3838828
광주시,수청리,53,경기도 광주시 남종면 수청길 15-9,경기도 광주시 남종면 수청리 220번지,12706,031-767-4197,2013-01-23,남종면 행정복지센터,노인장애인과,031-760-2844,,37.50499489,127.3742983
광주시,신대리,51,경기도 광주시 곤지암읍 신대길34번길 45,경기도 광주시 곤지암읍 신대리 109번지,12801,031-763-3148,2019-07-09,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.35743046,127.3344933
광주시,신월1리,45,경기도 광주시 초월읍 두월길 107,경기도 광주시 초월읍 신월리 176-2번지,12729,031-762-8297,1998-12-11,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.39864794,127.3159953
광주시,신월2리,31,경기도 광주시 초월읍 산수로532번길 13,경기도 광주시 초월읍 신월리 280-5번지,12729,031-763-6551,2003-01-24,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.40806245,127.3094948
광주시,신월3리,,경기도 광주시 초월읍 숯골길65번길 4,경기도 광주시 초월읍 신월리 82번지,12729,031-761-6870,2001-02-08,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.39417423,127.3211376
광주시,신일드림빌아파트,17,,경기도 광주시 목현동 21번지 신일드림빌아파트,12765,031-769-7226,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.4285038,127.2354745
광주시,신촌리,37,경기도 광주시 곤지암읍 새재길 37,경기도 광주시 곤지암읍 신촌리 36번지,12813,031-769-3977,2019-09-08,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.33129204,127.3962679
광주시,신현1리,43,경기도 광주시 오포읍 문형산길 75,경기도 광주시 오포읍 신현리 336-1번지,12771,031-719-2082,1997-07-22,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.3641457,127.1647122
광주시,신현2리,35,,경기도 광주시 오포읍 신현리 722-1번지,12771,031-719-2677,1992-01-17,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.35997697,127.148573
광주시,신현3리,66,경기도 광주시 오포읍 새말길 151,경기도 광주시 오포읍 신현리 570-5번지,12771,031-718-4563,1993-04-08,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37164605,127.1618156
광주시,신현4리,63,,경기도 광주시 오포읍 신현리 963-1번지,12771,031-718-9530,1997-07-22,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.35491952,127.1434051
광주시,쌍동1리,64,경기도 광주시 초월읍 도곡길 20,경기도 광주시 초월읍 쌍동리 332-6번지,12736,031-765-7241,2007-01-16,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.36895183,127.3016364
광주시,쌍동2리,59,경기도 광주시 초월읍 경충대로1098번길 29-29,경기도 광주시 초월읍 쌍동리 254-9번지,12736,031-766-2860,1987-12-15,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37642313,127.2972741
광주시,쌍동3리(초월롯데캐슬아파트),45,,경기도 광주시 초월읍 쌍동리 390번지 초월롯데캐슬아파트,12736,031-769-5061,2004-12-29,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37186774,127.2993901
광주시,쌍동4리(쌍동롯데낙천대2단지아파트),20,,경기도 광주시 초월읍 쌍동리 389번지 롯데낙천대아파트,12736,031-769-5062,2004-12-29,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37259159,127.2981736
광주시,쌍동5리(쌍동동광모닝스카이아파트),18,,경기도 광주시 초월읍 쌍동리 392번지 광주초월동광모닝스카이,12736,031-798-3314,2006-06-11,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37661947,127.2943959
광주시,쌍동6리(쌍동e-편한세상아파트),25,,경기도 광주시 초월읍 쌍동리 394번지 초월이-편한세상,12736,031-768-1116,2007-11-01,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.37492066,127.2890266
광주시,쌍령1통,35,경기도 광주시 중앙로 16-17,경기도 광주시 쌍령동 60-81번지,12791,031-764-7146,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40605553,127.2675044
광주시,쌍령2통,53,경기도 광주시 경충대로1480번길 9,경기도 광주시 쌍령동 237번지,12791,031-761-9244,1991-01-01,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40147652,127.2723334
광주시,쌍령7통,40,,경기도 광주시 쌍령동 265-1번지 이스트빌,12791,031-769-1014,2016-09-20,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40516691,127.2700087
광주시,쌍령동성1차아파트(쌍령4통),32,,경기도 광주시 쌍령동 337번지 동성1차아파트,12792,031-769-9445,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39844722,127.2770885
광주시,쌍령동성2차아파트(쌍령6통),27,,경기도 광주시 쌍령동 349번지 쌍령2차동성아파트,12792,031-769-8065,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39717422,127.2782019
광주시,쌍령현대1차아파트(쌍령3통),18,,경기도 광주시 쌍령동 353-9번지 쌍령현대아파트,12792,031-797-2005,2001-07-13,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39933567,127.2786163
광주시,쌍령현대2차아파트(쌍령5통),16,,경기도 광주시 쌍령동 360-1번지 쌍령2차현대모닝사이드,12792,031-797-2577,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39780992,127.2799208
광주시,쌍용1차(아),22,,경기도 광주시 태전동 690번지 쌍용1단지아파트,12779,031-797-8857,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38811397,127.2388953
광주시,쌍용1차아파트,37,,경기도 광주시 곤지암읍 곤지암리 459번지 쌍용1차아파트,12804,031-761-1983,2019-09-08,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.34503909,127.338558
광주시,쌍용2차(아),21,,경기도 광주시 태전동 688번지 쌍용2단지아파트,12779,031-761-4446,2008-12-03,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38658447,127.237784
광주시,쌍용2차아파트,45,,경기도 광주시 곤지암읍 곤지암리 457번지 곤지암2차쌍용아파트,12804,031-763-5766,2001-01-16,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.34617589,127.3380214
광주시,쌍용3차(아),26,,경기도 광주시 태전동 687번지 쌍용3단지아파트,12779,031-761-2334,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38700112,127.2366787
광주시,양벌1리,90,경기도 광주시 오포읍 양촌안길 43-1,경기도 광주시 오포읍 양벌리 701번지,12797,031-766-9880,1991-01-12,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37142829,127.2515888
광주시,양벌2리,75,경기도 광주시 오포읍 마루들길 195,경기도 광주시 오포읍 양벌리 307-16번지,12796,031-761-1269,1992-01-12,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37919938,127.2537823
광주시,양벌3리,55,경기도 광주시 오포읍 양벌로119번길 10-2,경기도 광주시 오포읍 양벌리 227번지,12793,031-763-0572,1991-01-12,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.38517123,127.2546491
광주시,양벌대주1차A,30,,경기도 광주시 오포읍 양벌리 347번지 (대주파크빌제1차B블럭),12797,031-604-6111,2003-06-17,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37689137,127.2627842
광주시,양벌대주2차A,50,,경기도 광주시 오포읍 양벌리 940-5번지 대주2차아파트,12798,031-608-8323,2003-04-04,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.36525667,127.2471208
광주시,양벌세양청마루A,45,,경기도 광주시 오포읍 양벌리 1104번지 세양아파트,12797,031-763-7626,2004-06-16,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37186605,127.2533627
광주시,양벌쌍용1차A,40,,경기도 광주시 오포읍 양벌리 285번지 쌍용아파트,12793,031-761-1138,1999-08-20,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.38072581,127.2562601
광주시,양벌쌍용2차A,32,,경기도 광주시 오포읍 양벌리 362번지 양벌리2차쌍용아파트,12797,031-769-3762,2003-06-23,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37600262,127.2571474
광주시,양벌우림A,80,,경기도 광주시 오포읍 양벌리 359번지 우림아파트,12797,031-797-0706,2001-05-03,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37697969,127.2594765
광주시,양벌현대A,25,,경기도 광주시 오포읍 양벌리 616번지,12798,031-763-7043,2001-09-13,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37014559,127.2488413
광주시,엄미1리,28,경기도 광주시 남한산성면 회안대로1583번길 38,경기도 광주시 남한산성면 엄미리 233-7번지,12701,031-761-0985,1987-06-08,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.47421534,127.2425573
광주시,엄미2리,35,경기도 광주시 남한산성면 엄미길 64,경기도 광주시 남한산성면 엄미리 253-9번지,12701,031-764-0104,1988-12-10,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.47430424,127.2341128
광주시,역1통,21,경기도 광주시 역동로87번길 2,경기도 광주시 역동 142-1번지,12778,031-765-4700,2019-09-03,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40081183,127.2550628
광주시,역2통,30,경기도 광주시 광주대로 11-23,경기도 광주시 역동 22-18번지,12758,031-761-3030,2019-08-02,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40797465,127.2593337
광주시,역3통,45,경기도 광주시 문화로 20-8,경기도 광주시 역동 51-7번지,12759,031-765-1060,2019-09-08,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40553039,127.2563323
광주시,역4통,14,경기도 광주시 문화로 32-3,경기도 광주시 역동 1-12번지,12760,031-798-2573,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40666784,127.2553083
광주시,연곡리,55,경기도 광주시 곤지암읍 연곡길42번길 1-2,경기도 광주시 곤지암읍 연곡리 441-1번지,12722,031-761-6073,2019-09-02,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.37175607,127.3881587
광주시,영동1리,31,경기도 광주시 퇴촌면 영동길 38,경기도 광주시 퇴촌면 영동리 199-1번지,12712,,1970-08-25,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.47285443,127.380662
광주시,영동2리,27,경기도 광주시 퇴촌면 구룡동길 63,경기도 광주시 퇴촌면 영동리 288-5번지,12712,,2012-11-28,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.48182904,127.3832397
광주시,오리,35,경기도 광주시 퇴촌면 산수로 1382,경기도 광주시 퇴촌면 오리 35번지,12711,,1997-04-30,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.47729747,127.3051083
광주시,오전리,36,경기도 광주시 남한산성면 오전길 9,경기도 광주시 남한산성면 오전리 38-2번지,12703,031-746-5380,1979-12-20,남한산성 행정복지센터,노인장애인과,031-760-2844,,37.45369354,127.2320037
광주시,오포분회,50,,경기도 광주시 오포읍 매자리길 70-26,12798,,2011-03-30,오포읍 행정복지센터,노인장애인과,031-760-2844,,,
광주시,용수1리,43,경기도 광주시 초월읍 무들로 167,경기도 광주시 초월읍 용수리 226-3번지,12733,031-766-1287,1996-01-01,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.38356176,127.303388
광주시,용수2리,19,경기도 광주시 초월읍 무들로 209,경기도 광주시 초월읍 용수리 341-3번지,12733,031-766-6001,1987-08-01,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.38017774,127.3054407
광주시,우남(아),22,,경기도 광주시 삼동 504번지 우남퍼스트빌,12767,031-769-6058,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.40881052,127.1992355
광주시,우림필유(아),25,,경기도 광주시 태전동 692번지,12784,031-766-7592,2011-07-22,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38617036,127.2283428
광주시,우산1리,29,경기도 광주시 퇴촌면 소미길 8,경기도 광주시 퇴촌면 우산리 219번지,12716,,2002-11-27,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.4323334,127.367352
광주시,우정,20,경기도 광주시 통미로10번길 12-8,경기도 광주시 송정동 61-3번지 1층,12743,,,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41486701,127.2594814
광주시,원당2리,18,경기도 광주시 퇴촌면 가새골길 30,경기도 광주시 퇴촌면 원당리 128-1번지,12715,,2013-08-30,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.43977508,127.3173531
광주시,원당리,30,경기도 광주시 퇴촌면 원당길 23,경기도 광주시 퇴촌면 원당리 194-3번지,12715,,1997-08-01,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.4364494,127.3177233
광주시,유사1리,19,경기도 광주시 곤지암읍 만삼로 179,경기도 광주시 곤지암읍 유사리 181-1번지,12726,,2005-02-01,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.37712095,127.4240214
광주시,유사2리,24,경기도 광주시 곤지암읍 만삼로 65,경기도 광주시 곤지암읍 유사리 370-7번지,12726,031-762-6853,2004-12-20,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.37297924,127.4129344
광주시,유정1리,57,경기도 광주시 도척면 도척로 770,경기도 광주시 도척면 유정리 368-3번지,12817,031-761-1751,1989-05-16,도척면 행정복지센터,노인장애인과,031-760-2844,,37.28849476,127.3209739
광주시,유정2리,52,경기도 광주시 도척면 도척로699번길 50-2,경기도 광주시 도척면 유정리 184-1번지,12817,031-762-0463,1989-05-16,도척면 행정복지센터,노인장애인과,031-760-2844,,37.29346622,127.3316636
광주시,이선1리,21,경기도 광주시 곤지암읍 내선길 212,경기도 광주시 곤지암읍 이선리 160-3번지,12725,,2006-01-27,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.36114927,127.4256592
광주시,이선2리,16,경기도 광주시 곤지암읍 외선길 73,경기도 광주시 곤지암읍 이선리 311-3번지,12725,,,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.35532235,127.4198476
광주시,이편한세상 광주역 1단지 아파트,22,,경기도 광주시 역동 243번지 이편한세상광주역1단지,12777,,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.40022706,127.2460371
광주시,이편한세상 광주역 2단지 아파트,22,,경기도 광주시 역동 244번지 이편한세상광주역2단지,12777,,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39972698,127.2482265
광주시,이편한세상 광주역 3단지 아파트,25,,경기도 광주시 역동 245번지 이편한세상광주역3단지,12777,,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39886769,127.2454793
광주시,이편한세상 광주역 4단지 아파트,22,,경기도 광주시 역동 246번지 이편한세상광주역4단지,12777,,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39891884,127.2468912
광주시,이편한세상 광주역 5단지 아파트,28,,경기도 광주시 역동 247번지 이편한세상광주역5단지,12777,,,경안동 행정복지센터,노인장애인과,031-760-2844,,37.3974242,127.2463894
광주시,이편한세상 광주역 6단지 아파트,32,,경기도 광주시 역동 248번지 이편한세상광주역6단지,12777,,2017-04-27,경안동 행정복지센터,노인장애인과,031-760-2844,,37.39573002,127.2465308
광주시,이편한세상1차 아파트,50,,경기도 광주시 오포읍 신현리 1229번지 오포e편한세상,12771,,2011-07-20,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.35755551,127.1467172
광주시,이편한세상2차 아파트,21,,경기도 광주시 오포읍 신현리 1230번지 오포e편한세상2차아파트,12771,,2011-04-08,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.35816445,127.149766
광주시,이편한세상3차 아파트,40,,경기도 광주시 오포읍 신현리 1232번지 오포e편한세상3차아파트,12771,,2017-08-24,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.35909254,127.1497339
광주시,장심리,55,경기도 광주시 곤지암읍 장심길165번길 32,경기도 광주시 곤지암읍 장심리 114번지,12719,031-761-1132,2019-09-01,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.38476008,127.3901561
광주시,장애인복지,90,경기도 광주시 오포읍 양촌길 77,경기도 광주시 오포읍 매산리 626-6번지,12798,,2015-01-05,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.37050964,127.2426786
광주시,장지1통,65,경기도 광주시 순암로 78,경기도 광주시 장지동 347-4번지,12777,031-761-3028,2019-09-06,광남동 행정복지센터,노인장애인과,031-760-2844,,37.39467008,127.2405082
광주시,장지2통,55,경기도 광주시 장지1길 41,경기도 광주시 장지동 29-5번지,12777,,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.39695128,127.2441405
광주시,장지3통,39,경기도 광주시 절골길 30-2,경기도 광주시 장지동 631번지,12775,,2019-08-07,광남동 행정복지센터,노인장애인과,031-760-2844,,37.40267352,127.2347057
광주시,장지7통,20,,경기도 광주시 장지동 200번지 담안타운,12779,,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.38758458,127.2422812
광주시,정지1리,25,경기도 광주시 퇴촌면 지위동길10번길 12,경기도 광주시 퇴촌면 정지리 355-2번지,12714,,2001-12-24,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.4516678,127.3071976
광주시,정지2리,42,경기도 광주시 퇴촌면 정자동길 11,경기도 광주시 퇴촌면 정지리 155-1번지,12714,,1973-10-25,퇴촌면 행정복지센터,노인장애인과,031-760-2844,,37.44386433,127.3109968
광주시,중대1통,50,경기도 광주시 텃골길26번길 6,경기도 광주시 중대동 211-5번지,12768,031-764-1714,2019-08-09,광남동 행정복지센터,노인장애인과,031-760-2844,,37.4069724,127.2149305
광주시,중대2통,30,경기도 광주시 순암로 246,경기도 광주시 중대동 141-1번지,12768,031-764-4293,,광남동 행정복지센터,노인장애인과,031-760-2844,,37.40030525,127.2245905
광주시,지우,30,경기도 광주시 중앙로175번길 12,경기도 광주시 송정동 113-14번지,12744,,2019-09-09,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41572217,127.2556663
광주시,지월1리,60,경기도 광주시 초월읍 지월로 55,경기도 광주시 초월읍 지월리 332-5번지,12728,031-765-9400,1983-01-01,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.41369994,127.296392
광주시,지월2리,33,경기도 광주시 초월읍 경수길 130,경기도 광주시 초월읍 지월리 448번지,12728,031-762-0862,1997-05-02,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.41964547,127.2968332
광주시,지월3리,41,경기도 광주시 초월읍 설월길23번길 20,경기도 광주시 초월읍 지월리 754-8번지,12740,031-761-2542,1998-07-15,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.42552531,127.2835251
광주시,지월4리(지월세광엔리치빌아파트),30,,경기도 광주시 초월읍 지월리 546번지 광주1차세광엔리치빌아파트,12740,031-797-7712,2000-09-11,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.42603064,127.2869728
광주시,지월5리,40,경기도 광주시 초월읍 현산로 298,경기도 광주시 초월읍 지월리 596번지,12728,031-762-1470,2011-02-25,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.41364222,127.2905519
광주시,지월6리(지월금강아미움아파트),20,,경기도 광주시 초월읍 지월리 885번지 광주초월금강아미움아파트,12728,031-763-1101,2001-08-01,초월읍 행정복지센터,노인장애인과,031-760-2844,,37.41631266,127.29647
광주시,직통,27,경기도 광주시 직동로 155,경기도 광주시 직동 187번지,12769,,2019-09-01,광남동 행정복지센터,노인장애인과,031-760-2844,,37.40025411,127.1860447
광주시,진우1리,60,경기도 광주시 도척면 진말길 13,경기도 광주시 도척면 진우리 441-1번지,12814,031-762-2973,1989-08-07,도척면 행정복지센터,노인장애인과,031-760-2844,,37.32198473,127.334439
광주시,진우2리,50,경기도 광주시 도척면 국사봉로63번길 47,경기도 광주시 도척면 진우리 772-21번지,12814,031-764-9266,1990-12-25,도척면 행정복지센터,노인장애인과,031-760-2844,,37.3235436,127.3439117
광주시,진우3리,54,경기도 광주시 도척면 국사봉로 121-36,경기도 광주시 도척면 진우리 706-2번지,12814,031-762-1453,1997-06-03,도척면 행정복지센터,노인장애인과,031-760-2844,,37.31793221,127.346357
광주시,진우4리,30,,경기도 광주시 도척면 진우리 1002번지 광주근형심포니아파트,12814,031-769-8522,2006-04-24,도척면 행정복지센터,노인장애인과,031-760-2844,,37.3174018,127.3332795
광주시,추곡리,54,경기도 광주시 도척면 추곡길 38,경기도 광주시 도척면 추곡리 269-4번지,12819,031-762-0054,1989-05-16,도척면 행정복지센터,노인장애인과,031-760-2844,,37.27915491,127.2913699
광주시,추자1리,75,경기도 광주시 오포읍 오포로 679-17,경기도 광주시 오포읍 추자리 382번지,12790,031-766-1690,1999-01-03,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.3584505,127.2163403
광주시,추자2리,30,경기도 광주시 오포읍 오포로871번길 61,경기도 광주시 오포읍 추자리 62-5번지,12790,031-767-3750,1998-05-15,오포읍 행정복지센터,노인장애인과,031-760-2844,,37.36761612,127.2248668
광주시,킴스빌리지,36,,경기도 광주시 곤지암읍 삼리 125-1번지 킴스빌리지아파트,12800,031-764-8337,2001-01-16,곤지암읍 행정복지센터,노인장애인과,031-760-2844,,37.35739921,127.3262534
광주시,탄벌1통,45,경기도 광주시 사기막길 77-4,경기도 광주시 탄벌동 552번지,12748,,2019-08-06,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41169514,127.2334006
광주시,탄벌2통,59,경기도 광주시 탄벌길 46,경기도 광주시 탄벌동 204-2번지,12747,031-761-2460,2019-09-02,송정동 행정복지센터,노인장애인과,031-760-2844,,37.42094808,127.2426472
광주시,탄벌3통,36,경기도 광주시 통미로90번길 9-16,경기도 광주시 탄벌동 27-34번지,12739,,2006-01-02,송정동 행정복지센터,노인장애인과,031-760-2844,,37.41792108,127.2512003
