시군구명,시설종류,시설명,장기요양지정기관여부,도로명주소,지번주소,우편번호,전화번호,FAX번호,입소정원,입소현원-계,입소현원-남자,입소현원-여자,입소현원-등급내(1~5급),입소현원-등급외,연간이용인원-계,연간이용인원-남자,연간이용인원-여자,종사자정원,종사자현원-계,종사자현원-남자,종사자현원-여자,종사자현원 근무별-계,종사자현원-정규직,설치일자,설치주체-지자체,설치주체-민간,운영주체-구분,운영주체-법인(단체)명,영리/비영리,비고,WGS84위도,WGS84경도
남양주시,재가노인복지시설 주야간보호,함께하는주야간보호센터,지정,경기도 남양주시 경춘로1350번길 35,경기도 남양주시 평내동 140번지,12219,031-559-9495,031-559-9492,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-02-01,,개인,,개인,영리,휴업중,37.6502749,127.2431672
남양주시,재가노인복지시설 주야간보호,해밀실버복지센터주야간보호,지정,경기도 남양주시 진접읍 해밀예당1로 219,경기도 남양주시 진접읍 금곡리 1021-3번지,12054,031-551-1233,031-551-1235,14,12,3,9,12,0,16,5,11,7,8,1,7,8,7,2016-06-13,,개인,,개인,영리,,37.72049109,127.2022783
남양주시,재가노인복지시설 방문목욕,해피실버노인복지센터,지정,경기도 남양주시 화도읍 마석중앙로 38-1,경기도 남양주시 화도읍 창현리 495-1번지,12179,031-515-5655,031-559-3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-05-28,,개인,,개인,영리,5월폐지예정,37.65250558,127.3037205
남양주시,재가노인복지시설 방문요양,해피실버노인복지센터,지정,경기도 남양주시 화도읍 마석중앙로 38-1,경기도 남양주시 화도읍 창현리 495-1번지,12179,031-515-5655,031-559-3626,0,2,1,1,2,0,2,1,1,2,3,0,3,3,0,2008-05-28,,개인,,개인,영리,,37.65250558,127.3037205
남양주시,재가노인복지시설 주야간보호,해피실버노인복지센터,지정,경기도 남양주시 화도읍 마석중앙로 38-1,경기도 남양주시 화도읍 창현리 495-1번지,12179,031-515-5655,031-559-3626,15,10,2,8,10,0,10,2,8,6,8,1,7,8,2,2008-05-28,,개인,,개인,영리,,37.65250558,127.3037205
남양주시,재가노인복지시설 주야간보호,효누리주야간보호센터,지정,경기도 남양주시 오남읍 진건오남로797번길 11,경기도 남양주시 오남읍 양지리 106-3번지,12045,031-574-0257,031-574-0253,9,4,0,4,4,0,4,0,4,4,4,0,4,4,1,2017-08-01,,개인,,개인,영리,,37.69813138,127.2010278
남양주시,재가노인복지시설 주야간보호,효실버주야간보호센터,지정,경기도 남양주시 화도읍 수레로 1023,경기도 남양주시 화도읍 차산리 115-4번지,12198,031-555-5095,031-562-8372,21,12,1,11,12,0,20,6,14,7,7,2,5,7,7,2015-08-06,,개인,,개인,영리,,37.63427725,127.2972687
남양주시,재가노인복지시설 주야간보호,휴먼주야간보호센터,지정,경기도 남양주시 화도읍 창현로 19,경기도 남양주시 화도읍 창현리 462-3번지,12183,031-592-8766,031-594-8766,35,21,3,18,21,0,102,18,84,8,9,2,7,9,0,2017-07-19,,사회복지법인,휴먼주야간보호센터,사회복지법인,비영리,,37.64903089,127.3060521
남양주시,재가노인복지시설 방문요양,휴먼주야간보호센터,지정,경기도 남양주시 화도읍 창현로 19,경기도 남양주시 화도읍 창현리 462-3번지,12183,031-592-8766,031-594-8766,0,27,3,24,27,0,324,36,288,6,26,1,25,26,0,2017-08-01,,사회복지법인,휴먼주야간보호센터,사회복지법인,비영리,,37.64903089,127.3060521
동두천시,재가노인복지시설 방문목욕,늘사랑노인전문재가센터,지정,경기도 동두천시 동두천로 119,경기도 동두천시 지행동 721-2번지,11350,031-872-1234,031-878-0006,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,2011-08-16,,단체(법인 외),희망복지재단영농조합,기타,비영리,,37.89197225,127.0545403
동두천시,재가노인복지시설 주야간보호,늘사랑노인전문재가센터,지정,경기도 동두천시 동두천로 119,경기도 동두천시 지행동 721-2번지,11350,031-872-1234,031-878-0006,9,0,0,0,0,0,0,0,0,3,3,0,3,3,3,2011-08-16,,단체(법인 외),희망복지재단영농조합,기타,비영리,,37.89197225,127.0545403
동두천시,재가노인복지시설 방문요양,늘사랑노인전문재가센터,지정,경기도 동두천시 동두천로 119,경기도 동두천시 지행동 721-2번지,11350,031-872-1234,031-878-0006,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,2011-08-16,,단체(법인 외),희망복지재단영농조합,기타,비영리,,37.89197225,127.0545403
동두천시,재가노인복지시설 방문요양,동두천노인복지요양센터,지정,경기도 동두천시 상패로 85,경기도 동두천시 상패동 41-3번지,11336,031-866-5700,031-866-5713,0,0,0,0,0,0,0,0,0,8,8,2,6,8,7,2009-04-01,,단체(법인 외),(주)동두천노인복지요양센터,주식회사,영리,,37.90924583,127.0479003
동두천시,재가노인복지시설 주야간보호,동두천노인복지요양센터,지정,경기도 동두천시 상패로 85,경기도 동두천시 상패동 41-3번지,11336,031-866-5700,031-866-5713,24,24,5,19,24,0,24,5,19,8,8,2,6,8,7,2009-04-01,,단체(법인 외),(주)동두천노인복지요양센터,주식회사,영리,,37.90924583,127.0479003
동두천시,재가노인복지시설 주야간보호,동두천성결노인주간보호센터,지정,경기도 동두천시 강변서로 433,경기도 동두천시 상패동 67-8번지,11340,031-865-9191,031-864-9944,15,15,4,11,15,0,15,4,11,7,7,2,5,7,7,2008-05-29,,개인,,개인,영리,,37.90302086,127.0467026
동두천시,재가노인복지시설 주야간보호,동산실버케어주간보호센터,지정,경기도 동두천시 못골로 61-23,경기도 동두천시 생연동 86-11번지,11318,031-864-5063,031-866-3994,16,9,5,4,9,0,11,6,5,5,5,2,3,5,1,2011-05-23,,개인,,개인,영리,,37.90385747,127.0687274
동두천시,재가노인복지시설 방문요양,동행노인주야간보호센터,지정,,,,031-868-8890,031-868-8891,0,0,0,0,0,0,0,0,0,15,15,5,10,15,10,2015-10-07,,개인,,개인,영리,,,
동두천시,재가노인복지시설 주야간보호,동행노인주야간보호센터,지정,,,,031-868-8890,031-868-8891,22,18,6,12,18,0,22,8,14,15,15,5,10,15,10,2015-10-07,,개인,,개인,영리,,,
동두천시,재가노인복지시설 주야간보호,사랑채노인주간보호센터,지정,경기도 동두천시 동두천로 272,경기도 동두천시 생연동 598-4번지,11329,031-866-4768,031-866-4767,24,21,7,14,21,0,24,8,16,9,9,1,8,9,3,2015-07-03,,개인,,개인,영리,,37.90557568,127.0559825
동두천시,재가노인복지시설 주야간보호,섬기는노인주간보호센터,지정,경기도 동두천시 평화로 3068,경기도 동두천시 하봉암동 51-4번지,11306,031-867-9090,031-867-9092,50,6,3,3,6,0,6,3,3,6,6,1,5,6,4,2017-05-24,,개인,,개인,영리,,37.96012297,127.0638391
동두천시,재가노인복지시설 방문목욕,성심노인주간보호센터,지정,,경기도 동두천시 생연동 334번지 황금프라자,11359,031-862-6699,031-865-1187,0,0,0,0,0,0,0,0,0,7,7,1,6,7,6,2015-11-12,,개인,,개인,영리,,37.89758058,127.0639012
동두천시,재가노인복지시설 방문요양,성심노인주간보호센터,지정,,경기도 동두천시 생연동 334번지 황금프라자,11359,031-862-6699,031-865-1187,0,0,0,0,0,0,0,0,0,7,7,1,6,7,6,2015-11-12,,개인,,개인,영리,,37.89758058,127.0639012
동두천시,재가노인복지시설 주야간보호,성심노인주간보호센터,지정,,경기도 동두천시 생연동 334번지 황금프라자,11359,031-862-6699,031-865-1187,27,12,4,8,12,0,15,5,10,7,7,1,6,7,6,2015-11-12,,개인,,개인,영리,,37.89758058,127.0639012
동두천시,재가노인복지시설 주야간보호,주사랑요양원주야간보호센터,지정,경기도 동두천시 중앙로 292,경기도 동두천시 생연동 612-15번지,11329,031-865-0100,031-861-0073,9,0,0,0,0,0,0,0,0,3,3,0,3,3,3,2017-06-13,,단체(법인 외),주식회사인도,주식회사,영리,,37.90741415,127.0546989
동두천시,재가노인복지시설 주야간보호,지행 주야간보호센터,지정,경기도 동두천시 동두천로 9,경기도 동두천시 송내동 695-4번지,11354,031-857-8861,031-857-8862,10,10,4,6,10,0,10,4,6,5,5,2,3,5,5,2016-11-08,,개인,,개인,영리,,37.88221543,127.0538742
동두천시,재가노인복지시설 주야간보호,푸른샘노인주간보호센터,지정,경기도 동두천시 상패로 25,경기도 동두천시 상패동 135번지,11335,031-863-6166,031-863-6114,15,15,0,15,15,0,15,0,15,7,7,2,5,7,6,2008-05-29,,개인,,개인,영리,,37.90663478,127.0433731
동두천시,재가노인복지시설 주야간보호,효담원 주야간보호센터,지정,경기도 동두천시 지행로 142,경기도 동두천시 지행동 316번지,11364,031-866-1212,031-866-1919,9,0,0,0,0,0,0,0,0,3,3,1,2,3,3,2016-11-01,,개인,,개인,영리,,37.89207636,127.0629758
동두천시,재가노인복지시설 주야간보호,효원노인주야간보호센터,지정,경기도 동두천시 광암로 67,경기도 동두천시 광암동 181-6번지,11322,031-868-9955,031-868-9926,31,31,11,20,31,0,31,11,20,13,13,3,10,13,13,2014-07-23,,개인,,개인,영리,,37.89341222,127.0881472
부천시,재가노인복지시설 방문목욕,가람재가노인복지센터,지정,경기도 부천시 중동로 364,경기도 부천시 약대동 145-13번지,14518,032-673-2234,032-673-2235,0,46,25,21,46,0,46,25,21,16,16,5,11,16,3,2017-09-20,,개인,,개인,영리,,37.51226003,126.7701316
부천시,재가노인복지시설 방문요양,가람재가노인복지센터,지정,경기도 부천시 중동로 364,경기도 부천시 약대동 145-13번지,14518,032-673-2234,032-673-2235,0,86,30,56,86,0,86,30,56,57,57,6,51,57,16,2017-09-20,,개인,,개인,영리,,37.51226003,126.7701316
부천시,재가노인복지시설 주야간보호,보스꼬주간보호센터,지정,경기도 부천시 소향로 13,경기도 부천시 상동 546-1번지,14544,032-324-1100,032-328-6886,36,36,9,27,36,0,36,9,27,14,14,3,11,14,14,2017-02-21,,개인,,개인,영리,,37.50403629,126.7493591
부천시,재가노인복지시설 방문요양,부천노인복지센터,지정,경기도 부천시 부흥로 256,경기도 부천시 중동 1208번지,14610,032-613-7002,032-613-7004,0,59,14,45,59,0,59,14,45,45,45,1,44,45,2,2008-06-11,,사회복지법인,한국장로교복지재단,사회복지법인,비영리,,37.49492623,126.7707734
부천시,재가노인복지시설 재가노인지원서비스,부천노인복지센터,미지정,경기도 부천시 부흥로 256,경기도 부천시 중동 1208번지,14610,032-613-7002,032-613-7004,0,82,13,69,0,82,82,13,69,0,3,1,2,3,3,2005-07-07,,사회복지법인,대한예수교장로회총회한국장로교복지재단,사회복지법인,비영리,정부지원,37.49492623,126.7707734
부천시,재가노인복지시설 주야간보호,부천시경로주간보호센터,지정,경기도 부천시 신흥로53번길 38,경기도 부천시 심곡동 339-19번지,14616,032-663-9577,032-662-9599,49,44,9,35,43,1,88,21,67,14,14,3,11,14,14,2004-06-25,,그외법인,대한예수교장로회총회한국장로교복지재단,사회복지법인,비영리,,37.48887108,126.7751567
부천시,재가노인복지시설 주야간보호,부천시립재가노인지원센터,지정,경기도 부천시 까치로 26,경기도 부천시 작동 405번지,14478,032-713-7459,032-713-7333,30,30,3,27,30,0,322,30,292,11,11,3,8,11,11,2016-09-01,,그외법인,의료법인 혜원의료재단,의료법인,비영리,,37.50909456,126.8083245
부천시,재가노인복지시설 단기보호,부천시립재가노인지원센터,지정,경기도 부천시 까치로 26,경기도 부천시 작동 405번지,14478,032-713-7459,032-713-7333,10,10,0,10,10,0,108,0,108,6,6,0,6,6,6,2016-09-01,,그외법인,의료법인 혜원의료재단,의료법인,비영리,,37.50909456,126.8083245
부천시,재가노인복지시설 방문목욕,부천시립재가노인지원센터,지정,경기도 부천시 까치로 26,경기도 부천시 작동 405번지,14478,032-713-7459,032-713-7333,0,0,0,0,0,0,31,11,20,1,1,0,1,1,1,2016-09-01,,그외법인,의료법인 혜원의료재단,의료법인,비영리,,37.50909456,126.8083245
부천시,재가노인복지시설 방문요양,부천시립재가노인지원센터,지정,경기도 부천시 까치로 26,경기도 부천시 작동 405번지,14478,032-713-7459,032-713-7333,0,13,1,12,13,0,132,12,120,11,11,0,11,11,11,2016-09-01,,그외법인,의료법인 혜원의료재단,의료법인,비영리,,37.50909456,126.8083245
부천시,재가노인복지시설 방문간호,부천시립재가노인지원센터,지정,경기도 부천시 까치로 26,경기도 부천시 작동 405번지,14478,032-713-7459,032-713-7333,0,3,0,3,3,0,24,0,24,2,2,0,2,2,2,2016-09-01,,그외법인,의료법인 혜원의료재단,의료법인,비영리,,37.50909456,126.8083245
부천시,재가노인복지시설 주야간보호,부천제일주간보호센터,지정,경기도 부천시 범안로 117,경기도 부천시 범박동 155-2번지,14782,032-345-8590,032-345-8591,37,30,11,19,30,0,30,9,21,9,9,3,6,9,9,2017-09-26,,개인,,개인,영리,,37.47112897,126.8097116
부천시,재가노인복지시설 방문목욕,부천행복한가정봉사원파견센터,지정,경기도 부천시 석천로38번길 21,경기도 부천시 상동 243-7번지,14620,032-654-4194,032-654-4197,0,4,0,4,4,0,7,0,7,10,10,1,9,10,4,2008-02-14,,개인,,개인,영리,,37.49065479,126.7614128
부천시,재가노인복지시설 방문요양,부천행복한가정봉사원파견센터,지정,경기도 부천시 석천로38번길 21,경기도 부천시 상동 243-7번지,14620,032-654-4194,032-654-4197,0,34,13,21,34,0,40,12,28,34,34,7,27,34,19,2008-02-14,,개인,,개인,영리,,37.49065479,126.7614128
부천시,재가노인복지시설 재가노인지원서비스,삼광가정봉사원파견센터,미지정,,경기도 부천시 약대동 144-3번지 수향빌딩,14518,032-322-1203,032-653-4092,0,80,11,69,69,11,90,11,79,0,5,3,2,5,3,2007-07-30,,사회복지법인,삼광복지재단,사회복지법인,비영리,정부지원,37.51142216,126.7701568
부천시,재가노인복지시설 방문목욕,삼광주간보호센터,지정,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-01-02,,사회복지법인,삼광복지재단,사회복지법인,비영리,2017.1월페업,,
부천시,재가노인복지시설 방문요양,삼광주간보호센터,지정,경기도 부천시 석천로 81,경기도 부천시 상동 416-3번지,14600,032-653-4092,032-653-4092,0,43,9,34,43,0,468,61,407,35,35,1,34,35,3,2006-01-02,,사회복지법인,삼광복지재단,사회복지법인,비영리,,37.49465378,126.7607214
부천시,재가노인복지시설 주야간보호,삼광주간보호센터,지정,경기도 부천시 석천로 81,경기도 부천시 상동 416-3번지,14600,032-327-1932,032-327-4420,31,31,5,26,31,0,55,8,47,10,10,3,7,10,10,2006-01-02,,사회복지법인,삼광복지재단,사회복지법인,비영리,,37.49465378,126.7607214
부천시,재가노인복지시설 방문요양,소사가정봉사원파견센터,지정,경기도 부천시 호현로489번길 50,경기도 부천시 소사본동 101-141번지,14754,032-349-9192,032-349-9196,18,18,4,14,18,0,216,48,168,17,17,0,17,1,1,2004-03-15,,그외법인,서울신학대학교,학교법인,비영리,시설장 겸직,37.48034951,126.7906602
부천시,재가노인복지시설 재가노인지원서비스,소사가정봉사원파견센터,미지정,경기도 부천시 호현로489번길 50,경기도 부천시 소사본동 101-141번지,14754,032-349-9192,032-349-9196,80,80,17,63,1,79,960,204,756,6,6,1,5,2,2,2007-03-15,,그외법인,학교법인서울신학대학교,학교법인,비영리,정부지원,37.48034951,126.7906602
부천시,재가노인복지시설 주야간보호,소사제일치매중풍주간보호센터,지정,경기도 부천시 부광로 56,경기도 부천시 괴안동 248-1번지,14689,032-351-7575,032-345-8820,40,24,4,20,24,0,25,5,20,8,8,2,6,8,8,2006-08-23,,그외법인,재단법인기독교대한성결교회,재단법인,비영리,,37.48001208,126.8148555
부천시,재가노인복지시설 주야간보호,송내노인주간보호센터,지정,,경기도 부천시 송내동 450-1번지 현대고층아파트,14745,032-651-0671,032-657-0671,28,23,6,17,23,0,32,8,24,12,12,2,10,12,8,2007-10-19,,사회복지법인,대한예수교장로회총회한국장로교복지재단,사회복지법인,비영리,,37.47862534,126.7652728
부천시,재가노인복지시설 방문목욕,심곡재가노인복지센터,지정,경기도 부천시 부천로54번길 10,경기도 부천시 심곡동 161-3번지,14641,031-656-4436,032-656-4436,0,24,11,13,24,0,24,11,13,21,21,2,19,21,3,2016-11-01,,단체(법인 외),주식회사 심곡재가노인복지센터,주식회사,영리,,37.48873527,126.7843497
부천시,재가노인복지시설 방문요양,심곡재가노인복지센터,지정,경기도 부천시 부천로54번길 10,경기도 부천시 심곡동 161-3번지,14641,031-656-4436,032-656-4436,0,24,11,13,24,0,24,11,13,21,21,2,19,21,3,2016-11-01,,단체(법인 외),주식회사 심곡재가노인복지센터,주식회사,영리,,37.48873527,126.7843497
부천시,재가노인복지시설 주야간보호,오정주간보호센터,지정,경기도 부천시 성오로 172,경기도 부천시 오정동 129번지,14434,032-683-9290,032-683-9290,23,23,1,22,23,0,33,1,32,12,12,1,11,12,3,2008-06-26,,사회복지법인,사회복지법인 네트워크,사회복지법인,비영리,,37.52797634,126.7959895
부천시,재가노인복지시설 주야간보호,원미주간보호센터,지정,경기도 부천시 부천로136번길 27,경기도 부천시 원미동 71번지,14566,032-667-0261,032-666-0262,21,20,3,17,20,0,40,7,33,9,9,3,6,9,3,2008-06-17,,사회복지법인,(사복)연꽃마을,사회복지법인,비영리,,37.49637149,126.7869623
부천시,재가노인복지시설 주야간보호,큰나무노인주간보호센터,지정,경기도 부천시 길주로561번길 13,경기도 부천시 여월동 239-17번지,14479,032-678-2966,032-678-2965,26,20,6,14,20,0,46,8,38,26,10,2,8,10,10,2007-12-27,,그외법인,재단법인기독교대한성결교회,재단법인,비영리,,37.50751196,126.8047999
부천시,재가노인복지시설 방문목욕,한마음복지센터,지정,경기도 부천시 부흥로 432,경기도 부천시 심곡동 133-18번지,14638,032-613-0238,032-614-0238,0,4,0,4,4,0,6,0,6,4,4,0,4,4,4,2016-12-21,,단체(법인 외),한마음복지 주식회사,주식회사,영리,,37.48787593,126.7874051
부천시,재가노인복지시설 방문요양,한마음복지센터,지정,경기도 부천시 부흥로 432,경기도 부천시 심곡동 133-18번지,14638,032-613-0238,032-614-0238,0,26,5,21,26,0,30,5,25,25,25,5,20,25,7,2016-12-21,,단체(법인 외),한마음복지 주식회사,주식회사,영리,,37.48787593,126.7874051
성남시 분당구,재가노인복지시설 방문요양,YWCA은학의집주간보호센터,지정,경기도 성남시 분당구 벌말로30번길 41,경기도 성남시 분당구 야탑동 223번지,13503,031-707-8790,031-704-4626,0,28,6,22,28,0,56,13,43,0,23,0,23,23,2,2008-05-15,,사회복지법인,사회복지법인 YWCA복지사업단,사회복지법인,비영리,,37.41008037,127.1425705
성남시 분당구,재가노인복지시설 방문목욕,YWCA은학의집주간보호센터,지정,경기도 성남시 분당구 벌말로30번길 41,경기도 성남시 분당구 야탑동 223번지,13503,031-707-8790,031-704-4626,0,1,1,0,1,0,7,2,5,0,23,0,23,23,2,2008-05-15,,사회복지법인,사회복지법인 YWCA복지사업단,사회복지법인,비영리,,37.41008037,127.1425705
성남시 분당구,재가노인복지시설 주야간보호,YWCA은학의집주간보호센터,지정,경기도 성남시 분당구 벌말로30번길 41,경기도 성남시 분당구 야탑동 223번지,13503,031-707-8790,031-704-4626,49,46,11,35,46,0,74,16,58,0,17,1,16,17,12,2008-05-15,,사회복지법인,사회복지법인 YWCA복지사업단,사회복지법인,비영리,,37.41008037,127.1425705
성남시 분당구,재가노인복지시설 방문요양,다살림재가노인복지센터,지정,경기도 성남시 분당구 내정로113번길 4,경기도 성남시 분당구 정자동 54-1번지,13609,031-713-9001,031-713-9052,0,40,5,35,40,0,52,5,47,0,30,2,28,30,3,2000-02-29,,그외법인,다살림복지회,사단법인,비영리,시설장 겸직,37.37059166,127.1147707
성남시 분당구,재가노인복지시설 재가노인지원서비스,다살림재가노인복지센터,미지정,경기도 성남시 분당구 내정로113번길 4,경기도 성남시 분당구 정자동 54-1번지,13609,031-713-9001,031-713-9052,0,88,7,81,0,88,109,8,101,0,3,2,1,3,3,2000-02-29,,그외법인,다살림복지회,사단법인,비영리,시설장 겸직,37.37059166,127.1147707
성남시 분당구,재가노인복지시설 방문요양,분당재가노인복지센터,지정,,경기도 성남시 분당구 수내동 32번지 양지마을청구금호아파트,13597,031-712-6905,031-602-6905,0,80,30,50,80,0,87,37,50,70,70,10,60,70,1,2008-06-11,,개인,,개인,영리,,37.37625723,127.1166533
성남시 분당구,재가노인복지시설 방문목욕,분당재가노인복지센터,지정,,경기도 성남시 분당구 수내동 32번지 양지마을청구금호아파트,13597,031-712-6905,031-602-6905,0,3,3,0,3,0,3,3,0,10,10,3,7,10,1,2008-06-11,,개인,,개인,영리,,37.37625723,127.1166533
성남시 분당구,재가노인복지시설 방문요양,은빛사랑채 한솔치매노인주간보호센터,지정,,경기도 성남시 분당구 정자동 101번지 한솔마을주공7단지아파트,13607,031-8022-1100,031-8022-1199,0,29,8,21,29,0,29,8,21,0,19,3,16,19,1,2014-07-01,,사회복지법인,연꽃마을,사회복지법인,비영리,,37.36850932,127.1158287
성남시 분당구,재가노인복지시설 주야간보호,은빛사랑채 한솔치매노인주간보호센터,지정,,경기도 성남시 분당구 정자동 101번지 한솔마을주공7단지아파트,13607,031-8022-1100,031-8022-1199,21,32,11,21,32,0,32,11,21,21,9,2,7,9,3,2014-07-01,,사회복지법인,연꽃마을,사회복지법인,비영리,,37.36850932,127.1158287
성남시 분당구,재가노인복지시설 주야간보호,판교봉은주간보호센터,지정,경기도 성남시 분당구 판교역로 99,경기도 성남시 분당구 백현동 528번지,13531,031-620-2910,031-703-5108,28,17,2,15,17,0,17,2,15,28,5,2,3,5,2,2017-11-23,,사회복지법인,대한불교 조계종봉은,사회복지법인,비영리,,37.39008626,127.1085437
성남시 수정구,재가노인복지시설 주야간보호,수정노인주간보호센터,지정,경기도 성남시 수정구 성남대로1480번길 38,경기도 성남시 수정구 복정동 666번지,13112,031-758-5546,031-758-2221,42,33,15,18,33,0,64,30,34,12,12,4,8,12,12,2012-08-01,,사회복지법인,사회복지법인 대한예수교 장로회(합동측)복지재단,사회복지법인,비영리,,37.46141524,127.1303796
성남시 수정구,재가노인복지시설 주야간보호,위례원마을노인복지센터,지정,경기도 성남시 수정구 위례서일로 22,경기도 성남시 수정구 창곡동 559-5번지,13647,031-757-2033,031-722-2028,42,42,14,28,42,0,126,40,86,42,15,3,12,15,13,2006-11-29,,사회복지법인,원불교창필재단,사회복지법인,비영리,2017.10.01.부터 소재지 변경하여 운영,37.46485736,127.1382075
성남시 수정구,재가노인복지시설 방문요양,위례원마을노인복지센터,지정,경기도 성남시 수정구 위례서일로 22,경기도 성남시 수정구 창곡동 559-5번지,13647,031-757-2033,031-722-2028,0,47,18,29,47,0,135,54,81,47,30,2,28,30,30,2006-11-29,,사회복지법인,원불교창필재단,사회복지법인,비영리,2017.10.01.부터 소재지 변경하여 운영,37.46485736,127.1382075
성남시 수정구,재가노인복지시설 방문요양,인보의집 재가복지지원센터,지정,경기도 성남시 수정구 탄리로 49,경기도 성남시 수정구 수진동 661번지,13328,031-751-1937,031-757-4771,0,16,3,13,16,0,38,5,33,0,19,0,19,19,19,2007-07-18,,사회복지법인,사회복지법인천주교인보회,사회복지법인,비영리,,37.44038794,127.1366831
성남시 수정구,재가노인복지시설 방문목욕,인보의집 재가복지지원센터,지정,경기도 성남시 수정구 탄리로 49,경기도 성남시 수정구 수진동 661번지,13328,031-751-1937,037-757-4771,0,2,0,2,2,0,2,0,2,0,11,0,11,11,11,2007-07-18,,사회복지법인,사회복지법인천주교인보회,사회복지법인,비영리,,37.44038794,127.1366831
성남시 수정구,재가노인복지시설 재가노인지원서비스,태평원광노인복지센터,미지정,경기도 성남시 수정구 위례서일로 22,경기도 성남시 수정구 창곡동 559-5번지,13647,031-722-2022,070-8228-7008,0,82,11,71,0,82,82,11,71,82,3,1,2,3,3,2006-11-29,,사회복지법인,원불교창필재단,사회복지법인,비영리,,37.46485736,127.1382075
성남시 중원구,재가노인복지시설 방문요양,YMCA노인복지센터,지정,경기도 성남시 중원구 자혜로57번길 26,경기도 성남시 중원구 은행동 2366번지,13163,031-736-4176,031-712-9590,0,80,11,69,1,79,100,11,89,6,6,1,5,6,6,2012-04-16,,사회복지법인,한국기독교청년회YMCA,사회복지법인,비영리,,37.45174576,127.1681781
성남시 중원구,재가노인복지시설 재가노인지원서비스,YMCA노인복지센터,미지정,경기도 성남시 중원구 자혜로57번길 26,경기도 성남시 중원구 은행동 2366번지,13163,031-736-4176,031-712-9590,0,80,11,69,1,79,100,11,89,6,6,1,5,6,6,2012-04-16,,사회복지법인,한국기독교청년회YMCA,사회복지법인,비영리,,37.45174576,127.1681781
성남시 중원구,재가노인복지시설 주야간보호,굿패밀리 주간보호센터,지정,경기도 성남시 중원구 희망로 374,경기도 성남시 중원구 상대원동 2996-36번지,13397,031-745-7510,031-749-4938,20,20,3,17,20,0,33,6,27,12,12,3,9,12,9,2008-06-23,,사회복지법인,굿패밀리 복지재단,사회복지법인,비영리,,37.4388831,127.1588729
성남시 중원구,재가노인복지시설 주야간보호,새날노인복지센터,지정,경기도 성남시 중원구 둔촌대로425번길 44,경기도 성남시 중원구 상대원동 1336번지,13221,031-747-3038,031-731-5685,20,18,7,11,17,1,30,11,19,9,9,3,6,9,8,2008-04-02,,그외법인,새날복지회,사단법인,비영리,,37.43669461,127.1648682
성남시 중원구,재가노인복지시설 주야간보호,서로사랑노인주야간보호센터,지정,경기도 성남시 중원구 도촌로8번길 11,경기도 성남시 중원구 도촌동 580번지,13426,031-756-9544,031-751-9544,7,1,0,1,1,0,1,0,1,3,3,0,3,3,3,2011-04-07,,사회복지법인,기아대책,사회복지법인,비영리,,37.4149169,127.151492
성남시 중원구,재가노인복지시설 방문목욕,성남서로사랑노인복지센터,지정,경기도 성남시 중원구 도촌로8번길 11,경기도 성남시 중원구 도촌동 580번지,13426,031-744-9544,031-778-6544,0,23,15,8,23,0,36,21,15,6,6,2,4,6,6,2006-10-25,,사회복지법인,기아대책,사회복지법인,비영리,,37.4149169,127.151492
성남시 중원구,재가노인복지시설 재가노인지원서비스,성남서로사랑노인복지센터,미지정,경기도 성남시 중원구 도촌로8번길 11,경기도 성남시 중원구 도촌동 580번지,13426,031-744-9544,031-778-6544,0,81,17,64,2,79,94,19,75,5,5,0,5,5,5,2006-10-25,,사회복지법인,기아대책,사회복지법인,비영리,,37.4149169,127.151492
성남시 중원구,재가노인복지시설 방문요양,성남서로사랑노인복지센터,지정,경기도 성남시 중원구 도촌로8번길 11,경기도 성남시 중원구 도촌동 580번지,13426,031-744-9544,031-778-6544,0,93,20,73,93,0,137,29,108,49,49,1,48,49,49,2006-10-25,,사회복지법인,기아대책,사회복지법인,비영리,,37.4149169,127.151492
성남시 중원구,재가노인복지시설 주야간보호,성남재가노인복지센터,지정,경기도 성남시 중원구 박석로80번길 10,경기도 성남시 중원구 상대원동 870번지,13235,031-747-1886,031-731-0371,21,20,3,17,20,0,28,8,20,8,8,3,5,8,8,1997-03-18,,그외법인,한국참사랑복지회,사단법인,비영리,,37.43988236,127.1661746
성남시 중원구,재가노인복지시설 방문요양,성남재가노인복지센터,지정,경기도 성남시 중원구 박석로80번길 10,경기도 성남시 중원구 상대원동 870번지,13235,031-747-1886,031-731-0371,0,70,12,58,70,0,97,16,81,0,35,2,33,35,35,1997-03-18,,그외법인,한국참사랑복지회,사단법인,비영리,,37.43988236,127.1661746
성남시 중원구,재가노인복지시설 재가노인지원서비스,성남재가노인복지센터,미지정,경기도 성남시 중원구 박석로80번길 10,경기도 성남시 중원구 상대원동 870번지,13235,031-747-1886,031-731-0371,0,80,20,60,0,80,91,27,64,6,6,1,5,6,6,1997-03-18,,그외법인,한국참사랑복지회,사단법인,비영리,,37.43988236,127.1661746
